distance,distanceUnit,address,address2,almond,beverageonly,city,co_brander_cd,combostore,country,county,dma_cd,drivein,dunkincardenabled,dunkinrunenabled,faxnumber,fri_hours,geocodequality,k_cup,lat,lc,lng,loyalty,mobile,mon_hours,mqap_geography,mqap_id,mqap_quality,n,phonenumber,postal,recordid,sat_hours,sitetype,state,sun_hours,t,thu_hours,tue_hours,turbooven,website,wed_hours,wireless,key,name,resultNumber,shapePoints,sourceName
9.25,m,6595 N Hollywood Blvd,Petro Travel Center,Y,N,Las Vegas,PET,N,US,Clark,839,N,Y,,--,05:00-23:00,,Y,36.27921,33454002,-115.024327,,N,05:00-23:00,"{u'latLng': {u'lat': 36.27921, u'lng': -115.024327}}",6754780b-3baa-429d-bd8e-afd7bda20b28,U1XXX,Dunkin Donuts,702-644-0509,89115,349363,05:00-23:00,TN,NV,05:00-23:00,,05:00-23:00,05:00-23:00,Y,https://www.dunkindonuts.com,05:00-23:00,E,6754780b-3baa-429d-bd8e-afd7bda20b28,Dunkin Donuts,11,"[36.27921, -115.024327]",mqap.33454_DunkinDonuts
9.45,m,6295 S. Rainbow Blvd,,Y,N,Las Vegas,,N,US,Clark,839,Y,Y,,--,05:00-20:00,,Y,36.074609,33454002,-115.243029,Y,Y,05:00-20:00,"{u'latLng': {u'lat': 36.074609, u'lng': -115.243029}}",4ceca2ca-3de5-4da8-b80e-0a0d51b17ed8,U1XXX,Dunkin Donuts,702-876-1324,89118,345928,05:00-20:00,EC,NV,05:00-20:00,,05:00-20:00,05:00-20:00,Y,https://www.dunkindonuts.com,05:00-20:00,Y,4ceca2ca-3de5-4da8-b80e-0a0d51b17ed8,Dunkin Donuts,12,"[36.074609, -115.243029]",mqap.33454_DunkinDonuts
10.6,m,171 N. Gibson Rd,Suite 100,Y,N,Henderson,,N,US,Clark,839,Y,Y,,--,04:00-21:00,,Y,36.039117,33454002,-115.029853,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 36.039117, u'lng': -115.029853}}",e9dc6f6f-11fa-4bf8-8f17-3f9a7684d58f,U1XXX,Dunkin Donuts,702-564-7036,89014,345465,04:00-21:00,EC,NV,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,e9dc6f6f-11fa-4bf8-8f17-3f9a7684d58f,Dunkin Donuts,13,"[36.039117, -115.029853]",mqap.33454_DunkinDonuts
11.15,m,409 E. Silverado Ranch Blvd,,Y,N,Las Vegas,,N,US,Clark,839,Y,Y,,702-616-2307,04:00-21:00,,Y,36.012404,33454002,-115.15422,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 36.012404, u'lng': -115.15422}}",63960a46-79d6-4204-b340-c860a4ad4a47,U1XXX,Dunkin Donuts,702-616-0085,89183,345422,05:00-20:00,EC,NV,05:00-20:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,63960a46-79d6-4204-b340-c860a4ad4a47,Dunkin Donuts,14,"[36.012404, -115.15422]",mqap.33454_DunkinDonuts
11.52,m,10100 S Eastern Ave,Ste 100,Y,N,Henderson,,N,US,Clark,839,Y,Y,,--,05:00-20:00,,Y,36.005542,33454002,-115.112061,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 36.005542, u'lng': -115.112061}}",2677fad2-ccce-4cf7-86d1-d3e2a257decd,U1XXX,Dunkin Donuts,702-558-2160,89052,350026,05:00-20:00,EC,NV,05:00-20:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,2677fad2-ccce-4cf7-86d1-d3e2a257decd,Dunkin Donuts,15,"[36.005542, -115.112061]",mqap.33454_DunkinDonuts
11.78,m,7250 S Durango Dr,Ste 100,Y,N,Las Vegas,,N,US,Clark,839,Y,Y,,--,05:00-20:00,,Y,36.056375,33454002,-115.279118,Y,Y,05:00-20:00,"{u'latLng': {u'lat': 36.056375, u'lng': -115.279118}}",2a479036-a787-49f4-ad21-61d10f9e1b81,U1XXX,Dunkin Donuts,702-260-4818,89113,350472,05:00-20:00,EC,NV,05:00-20:00,,05:00-20:00,05:00-20:00,Y,https://www.dunkindonuts.com,05:00-20:00,Y,2a479036-a787-49f4-ad21-61d10f9e1b81,Dunkin Donuts,16,"[36.056375, -115.279118]",mqap.33454_DunkinDonuts
11.95,m,6935 N Durango Dr,Suite 150,Y,N,Las Vegas,,N,US,Clark,839,Y,Y,,--,05:00-21:00,,Y,36.28456,33454002,-115.287645,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 36.28456, u'lng': -115.287645}}",0259ccaa-599c-433f-b17d-469873671a81,U1XXX,Dunkin Donuts,702-489-9461,89149,350744,05:00-21:00,EC,NV,05:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,N,0259ccaa-599c-433f-b17d-469873671a81,Dunkin Donuts,17,"[36.28456, -115.287645]",mqap.33454_DunkinDonuts
12.69,m,11710 W. Charleston Blvd,,Y,N,Las Vegas,,N,US,Clark,839,N,Y,,--,05:00-20:00,,Y,36.159329,33454002,-115.35093,Y,Y,05:00-20:00,"{u'latLng': {u'lat': 36.159329, u'lng': -115.35093}}",7894dbc9-0355-4e02-a605-c0eafff6de10,U1XXX,Dunkin Donuts,702-228-0568,89135,346571,05:00-20:00,EC,NV,05:00-20:00,,05:00-20:00,05:00-20:00,Y,https://www.dunkindonuts.com,05:00-20:00,Y,7894dbc9-0355-4e02-a605-c0eafff6de10,Dunkin Donuts,18,"[36.159329, -115.35093]",mqap.33454_DunkinDonuts
101.72,m,970 S Blake Ranch Rd,,Y,N,Kingman,PET,N,US,Mohave,753,N,Y,,--,05:00-23:00,,Y,35.17692,33454002,-113.7898,,N,05:00-23:00,"{u'latLng': {u'lat': 35.17692, u'lng': -113.7898}}",92971142-04ce-42da-bc82-9026cd36d23b,U1XXX,Dunkin Donuts,928-681-5246,86401,349958,05:00-23:00,TN,AZ,05:00-23:00,,05:00-23:00,05:00-23:00,Y,https://www.dunkindonuts.com,05:00-23:00,E,92971142-04ce-42da-bc82-9026cd36d23b,Dunkin Donuts,19,"[35.17692, -113.7898]",mqap.33454_DunkinDonuts
137.69,m,1611 E Main St,Barstow Station,Y,N,Barstow,,N,US,San Bernardino,803,N,Y,,--,06:00-22:00,,Y,34.891325,33454002,-116.999202,Y,Y,06:00-22:00,"{u'latLng': {u'lat': 34.891325, u'lng': -116.999202}}",4471e552-c4d9-4176-b823-3c5e4aa36870,U1XXX,Dunkin Donuts,760-256-3739,92311,352320,06:00-22:00,TN,CA,06:00-22:00,,06:00-22:00,06:00-22:00,Y,https://www.dunkindonuts.com,06:00-22:00,N,4471e552-c4d9-4176-b823-3c5e4aa36870,Dunkin Donuts,20,"[34.891325, -116.999202]",mqap.33454_DunkinDonuts
206.23,m,1020 S Milton Rd,Ste 101,Y,N,Flagstaff,,N,US,Coconino,753,N,Y,,--,04:00-21:00,,Y,35.19041,33454002,-111.661068,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 35.19041, u'lng': -111.661068}}",63b823da-b5b2-43b4-ab8e-b659d1bd0c9f,U1XXX,Dunkin Donuts,928-266-0541,86001,351202,04:00-21:00,SC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,63b823da-b5b2-43b4-ab8e-b659d1bd0c9f,Dunkin Donuts,21,"[35.19041, -111.661068]",mqap.33454_DunkinDonuts
232.44,m,17031 W Bell Rd,,Y,N,Surprise,,N,US,Maricopa,753,Y,Y,,--,04:00-22:00,,Y,33.637614,33454002,-112.424738,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.637614, u'lng': -112.424738}}",2b9ac961-fec6-43d1-b9e6-038fa5f6e117,U1XXX,Dunkin Donuts,623-214-0516,85374,349351,04:00-22:00,EC,AZ,05:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,2b9ac961-fec6-43d1-b9e6-038fa5f6e117,Dunkin Donuts,22,"[33.637614, -112.424738]",mqap.33454_DunkinDonuts
234.43,m,9940 W Happy Valley Rd,Ste 1080,Y,N,Peoria,,N,US,Maricopa,753,Y,Y,,623-376-2586,04:00-21:00,,Y,33.711568,33454002,-112.27348,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.711568, u'lng': -112.27348}}",c88bec85-f82f-4dcd-900c-165c4d7d4f3f,U1XXX,Dunkin Donuts,623-376-6332,85383,349178,04:00-21:00,EC,AZ,05:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,c88bec85-f82f-4dcd-900c-165c4d7d4f3f,Dunkin Donuts,23,"[33.711568, -112.27348]",mqap.33454_DunkinDonuts
234.97,m,13811 W. Bell Rd,,Y,N,Surprise,,N,US,Maricopa,753,N,Y,,--,04:00-19:00,,Y,33.637774,33454002,-112.357249,Y,Y,04:00-19:00,"{u'latLng': {u'lat': 33.637774, u'lng': -112.357249}}",02e0e3d5-8fc4-450b-887e-16129f4c9108,U1XXX,Dunkin Donuts,623-556-0571,85374,346776,04:00-19:00,GC,AZ,04:00-18:00,,04:00-19:00,04:00-19:00,Y,https://www.dunkindonuts.com,04:00-19:00,E,02e0e3d5-8fc4-450b-887e-16129f4c9108,Dunkin Donuts,24,"[33.637774, -112.357249]",mqap.33454_DunkinDonuts
238.27,m,675 S Watson Rd,Ste 107,Y,N,Buckeye,,N,US,Maricopa,753,Y,Y,,623-386-1106,04:00-22:00,,Y,33.440797,33454002,-112.555984,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.440797, u'lng': -112.555984}}",3f59d391-f49b-41e1-a846-067a2176ead6,U1XXX,Dunkin Donuts,623-386-1102,85326,349263,04:00-22:00,EC,AZ,05:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,3f59d391-f49b-41e1-a846-067a2176ead6,Dunkin Donuts,25,"[33.440797, -112.555984]",mqap.33454_DunkinDonuts
239.31,m,20229 N. 67th Ave,Suite C5,Y,N,Glendale,BRD,N,US,Maricopa,753,N,Y,,--,04:00-21:00,,Y,33.670507,33454002,-112.201941,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.670507, u'lng': -112.201941}}",fb305eb8-db40-413f-b49e-6154337ac9d7,U1XXX,Dunkin Donuts,623-376-9700,85308,330939,04:00-21:00,EC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,fb305eb8-db40-413f-b49e-6154337ac9d7,Dunkin Donuts,26,"[33.670507, -112.201941]",mqap.33454_DunkinDonuts
240.69,m,MCX Camp Pendleton,Bldg 2010 Ste 203,Y,N,Camp Pendleton,,N,US,San Diego,825,N,Y,,760-430-7739,04:00-22:00,,Y,33.225323,33454002,-117.392682,Y,Y,04:00-22:00,"{u'latLng': {u'lat': 33.225323, u'lng': -117.392682}}",02740dde-cbd0-403d-bd2c-674911cb961c,U1XXX,Dunkin Donuts,760-430-7646,92055,350244,05:00-22:00,ML,CA,05:00-22:00,,04:00-22:00,04:00-22:00,Y,https://www.dunkindonuts.com,04:00-22:00,E,02740dde-cbd0-403d-bd2c-674911cb961c,Dunkin Donuts,27,"[33.225323, -117.392682]",mqap.33454_DunkinDonuts
240.89,m,8386 W Thunderbird Rd,,Y,N,Peoria,,N,US,Maricopa,753,Y,Y,,623-412-8887,04:00-21:00,,Y,33.610492,33454002,-112.239542,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.610492, u'lng': -112.239542}}",77fb8797-8315-4d05-af30-c0d1eea8f05b,U1XXX,Dunkin Donuts,623-412-8888,85381,349524,04:00-21:00,EC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,77fb8797-8315-4d05-af30-c0d1eea8f05b,Dunkin Donuts,28,"[33.610492, -112.239542]",mqap.33454_DunkinDonuts
241.47,m,1132 Wilshire Blvd,,,N,Santa Monica,,N,US,Los Angeles,803,N,Y,,--,05:00-23:00,,Y,34.024299,33454002,-118.491685,Y,Y,05:00-23:00,"{u'latLng': {u'lat': 34.024299, u'lng': -118.491685}}",a9925476-2b20-4959-93fb-28c98a0973e5,U1XXX,Dunkin Donuts,310-576-9200,90401,353041,05:00-23:00,SE,CA,05:00-23:00,,05:00-23:00,05:00-23:00,Y,https://www.dunkindonuts.com,05:00-23:00,N,a9925476-2b20-4959-93fb-28c98a0973e5,Dunkin Donuts,29,"[34.024299, -118.491685]",mqap.33454_DunkinDonuts
242.75,m,21705 N 19th Ave,Ste 118,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,623-780-7578,04:00-21:00,,Y,33.68236,33454002,-112.100482,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.68236, u'lng': -112.100482}}",de149e9c-fbad-4d62-a4c3-01a0d6babaac,U1XXX,Dunkin Donuts,623-780-4568,85027,348379,05:00-21:00,EC,AZ,06:00-19:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,de149e9c-fbad-4d62-a4c3-01a0d6babaac,Dunkin Donuts,30,"[33.68236, -112.100482]",mqap.33454_DunkinDonuts
242.9,m,13887 N 59th Ave,,Y,N,Glendale,,N,US,Maricopa,753,Y,Y,,602-978-1188,04:00-21:00,,Y,33.612133,33454002,-112.185404,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.612133, u'lng': -112.185404}}",7633a3bf-2225-4ea7-b146-25bf73cdc2df,U1XXX,Dunkin Donuts,602-978-1155,85306,349523,04:00-21:00,FS,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,7633a3bf-2225-4ea7-b146-25bf73cdc2df,Dunkin Donuts,31,"[33.612133, -112.185404]",mqap.33454_DunkinDonuts
244.13,m,18631 N 19th Ave,,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,623-581-1021,04:00-21:00,,Y,33.655176,33454002,-112.099671,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.655176, u'lng': -112.099671}}",f26a693d-f5a1-4d29-92a8-37bffeab1efa,U1XXX,Dunkin Donuts,623-581-1070,85027,350104,04:00-21:00,FS,AZ,05:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,f26a693d-f5a1-4d29-92a8-37bffeab1efa,Dunkin Donuts,32,"[33.655176, -112.099671]",mqap.33454_DunkinDonuts
245.79,m,5143 W Olive Ave,,,N,Glendale,,N,US,Maricopa,753,Y,Y,,--,04:00-21:00,,Y,33.567436,33454002,-112.169692,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.567436, u'lng': -112.169692}}",ac6494a1-94c3-402a-a9b4-c09bdcded5ff,U1XXX,Dunkin Donuts,623-777-3640,85302,350873,04:00-21:00,EC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,ac6494a1-94c3-402a-a9b4-c09bdcded5ff,Dunkin Donuts,33,"[33.567436, -112.169692]",mqap.33454_DunkinDonuts
246.97,m,9140 W. Thomas Rd,Suite B 101,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,--,04:00-22:00,,Y,33.47999,33454002,-112.257393,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.47999, u'lng': -112.257393}}",37897510-c52c-4b39-948f-d5c97a28465c,U1XXX,Dunkin Donuts,623-877-9025,85037,346609,04:00-22:00,EC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,37897510-c52c-4b39-948f-d5c97a28465c,Dunkin Donuts,34,"[33.47999, -112.257393]",mqap.33454_DunkinDonuts
247.2,m,1615 N 99th Ave,,Y,N,Phoenix,,N,US,Maricopa,753,N,Y,,--,05:00-19:00,,Y,33.465336,33454002,-112.2719,Y,Y,05:00-19:00,"{u'latLng': {u'lat': 33.465336, u'lng': -112.2719}}",4cd9a80c-10ab-4bbd-8904-5603ff89c329,U1XXX,Dunkin Donuts,623-936-6317,85037,348983,05:00-19:00,GC,AZ,05:00-19:00,,05:00-19:00,05:00-19:00,Y,https://www.dunkindonuts.com,05:00-19:00,E,4cd9a80c-10ab-4bbd-8904-5603ff89c329,Dunkin Donuts,35,"[33.465336, -112.2719]",mqap.33454_DunkinDonuts
247.85,m,678 E Thunderbird Rd,,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,602-993-0317,04:00-21:00,,Y,33.607796,33454002,-112.065533,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.607796, u'lng': -112.065533}}",bc201dae-7e90-4591-a37f-98fa589ec579,U1XXX,Dunkin Donuts,602-535-4804,85022,349832,04:00-21:00,EC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,bc201dae-7e90-4591-a37f-98fa589ec579,Dunkin Donuts,36,"[33.607796, -112.065533]",mqap.33454_DunkinDonuts
248.83,m,3739 E. Bell Rd,,Y,N,Phoenix,,N,US,Maricopa,753,N,Y,,602-482-0670,05:00-18:00,,Y,33.640041,33454002,-112.001139,Y,Y,05:00-18:00,"{u'latLng': {u'lat': 33.640041, u'lng': -112.001139}}",d5ceb2c6-7896-45c7-992d-5890b2a39ccd,U1XXX,Dunkin Donuts,602-482-2278,85032,346778,05:00-18:00,GC,AZ,05:00-18:00,,05:00-18:00,05:00-18:00,Y,https://www.dunkindonuts.com,05:00-18:00,E,d5ceb2c6-7896-45c7-992d-5890b2a39ccd,Dunkin Donuts,37,"[33.640041, -112.001139]",mqap.33454_DunkinDonuts
249.2,m,1931 W. Northern Ave,,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,--,04:00-21:00,,Y,33.552972,33454002,-112.10106,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.552972, u'lng': -112.10106}}",15baf22e-496d-408b-9f42-9c8f1f902875,U1XXX,Dunkin Donuts,602-242-1861,85021,304847,04:00-21:00,FS,AZ,05:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,15baf22e-496d-408b-9f42-9c8f1f902875,Dunkin Donuts,38,"[33.552972, -112.10106]",mqap.33454_DunkinDonuts
249.79,m,4727 E Bell Rd,,Y,N,Phoenix,,N,US,MARICOPA,753,N,Y,,602-494-2009,05:00-21:00,,Y,33.638541,33454002,-111.979486,Y,Y,05:00-21:00,"{u'latLng': {u'lat': 33.638541, u'lng': -111.979486}}",a548fe9c-798f-47cb-9a78-8bfeba040983,U1XXX,Dunkin Donuts,602-494-2042,85032,308192,05:00-21:00,EC,AZ,05:00-21:00,,05:00-21:00,05:00-21:00,Y,https://www.dunkindonuts.com,05:00-21:00,Y,a548fe9c-798f-47cb-9a78-8bfeba040983,Dunkin Donuts,39,"[33.638541, -111.979486]",mqap.33454_DunkinDonuts
250.26,m,2420 W. Bethany Home Rd,Suite 129,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,--,04:00-20:00,,Y,33.52464,33454002,-112.110651,Y,Y,04:00-20:00,"{u'latLng': {u'lat': 33.52464, u'lng': -112.110651}}",6979e4f3-1948-4617-9bb8-144467d50ef5,U1XXX,Dunkin Donuts,602-864-2744,85015,346591,04:00-20:00,EC,AZ,05:00-20:00,,04:00-20:00,04:00-20:00,Y,https://www.dunkindonuts.com,04:00-20:00,Y,6979e4f3-1948-4617-9bb8-144467d50ef5,Dunkin Donuts,40,"[33.52464, -112.110651]",mqap.33454_DunkinDonuts
250.38,m,15530 N Tatum Blvd,,,N,Phoenix,,N,US,Maricopa,753,Y,Y,,602-765-4543,04:00-21:00,,Y,33.626557,33454002,-111.979391,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.626557, u'lng': -111.979391}}",41de7002-dda3-4733-ba2d-11801abb8bda,U1XXX,Dunkin Donuts,602-788-7029,85032,350949,04:00-21:00,EC,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,41de7002-dda3-4733-ba2d-11801abb8bda,Dunkin Donuts,41,"[33.626557, -111.979391]",mqap.33454_DunkinDonuts
250.45,m,3137 E Cactus Rd,,Y,N,Phoenix,,N,US,Maricopa,753,Y,Y,,602-765-4961,04:00-21:00,,Y,33.596616,33454002,-112.014152,Y,Y,04:00-21:00,"{u'latLng': {u'lat': 33.596616, u'lng': -112.014152}}",ff06712c-37e0-4599-9aa2-a4f62fc06cfa,U1XXX,Dunkin Donuts,602-765-4951,85032,346774,04:00-21:00,FS,AZ,04:00-21:00,,04:00-21:00,04:00-21:00,Y,https://www.dunkindonuts.com,04:00-21:00,Y,ff06712c-37e0-4599-9aa2-a4f62fc06cfa,Dunkin Donuts,42,"[33.596616, -112.014152]",mqap.33454_DunkinDonuts
